time,volume,open
1600927980000,37.15397326,326.63
1600928040000,15.2446458,326.63
1600928100000,55.97454464,326.86
1600928220000,6.3523299999999985,326.76
1600928280000,0.23199999999999998,326.28
1600928340000,8.15,326.35
1600928460000,7.3,326.59
1600928520000,1.13,326.41
1600928640000,0.025,326.40053586
1600928700000,11.0,326.66
1600928760000,40.05,326.49950537
1600928820000,24.66930901,326.4
1600928880000,32.0,326.1565437
1600928940000,25.6,326.15
1600929000000,0.94960831,325.84
1600929060000,40.86623918,325.82
1600929120000,23.0527387,325.5
1600929180000,56.0,325.48
1600929240000,9.24,325.32
1600929300000,63.62631496,325.32
1600929360000,58.93618124,325.3
1600929420000,0.773187,325.05346035
1600929480000,1.10391277,325.04
1600929600000,0.0385,325.02191053
1600929660000,0.42896713,325.04731478
1600929720000,69.86241174999999,325.06511394
1600929780000,15.81560668,324.92029355
1600929840000,6.48,324.78
1600929900000,166.15,324.74
1600930020000,0.025,324.8
1600930080000,35.4421,324.8
1600930140000,120.0,324.74691746
1600930200000,4.963558,324.87335428
1600930260000,46.1,324.9
1600930320000,104.47598896,324.87
1600930380000,46.51930901,325.13997693
1600930500000,7.13819884,324.98
1600930560000,5.131869999999999,325.13997693
1600930680000,32.25,325.12
1600930740000,13.86528922,324.57
1600930800000,7.33923447,324.96127098
1600930920000,100.1,324.93
1600931040000,260.3215,325.23
1600931100000,45.12036,325.59954925
1600931160000,22.997959,325.43
1600931220000,26.330566100000002,325.23839331
1600931280000,28.21012142,325.78
1600931340000,4.325,325.72
1600931400000,26.14518577,325.72
1600931460000,8.280823,326.13
1600931520000,6.1,326.12699244
1600931580000,7.1,325.98
1600931640000,98.12572612,326.0
1600931700000,2.2,325.88
1600931760000,25.8715804,325.75
1600931820000,31.08574351,325.92
1600931880000,8.856846189999997,326.30615285
1600931940000,0.24380248,326.42
1600932000000,75.47100871,326.12
1600932060000,32.1,325.64
1600932120000,41.601000000000006,325.89
1600932180000,69.61931681,326.14631932
1600932240000,117.0,325.69026364
1600932300000,39.67747903,325.73
1600932360000,1.5358957800000002,325.61
1600932480000,7.294297129999999,325.90959821
1600932540000,39.62634236,325.9
1600932600000,11.04174606,325.62069187
1600932660000,0.11015197,325.77
1600932720000,4.60821243,325.63
1600932780000,16.23218737,325.44
1600932840000,6.35,325.86
1600932900000,0.04066028,326.12
1600932960000,6.1,326.24877180000004
1600933020000,0.03319888,326.28
1600933140000,76.16798468,326.14
1600933200000,21.07449141,326.11
1600933260000,20.04,326.40147265
1600933320000,36.851366,326.48
1600933380000,35.978115,326.48
1600933440000,122.63115813,326.49470024
1600933500000,42.55645502,326.88267976
1600933560000,28.1,326.53656583
1600933680000,13.070042,327.02
1600933740000,0.43980632,327.04818998
1600933800000,6.50091135,326.93360598
1600933860000,82.37038315,327.04818998
1600933920000,4.28658327,326.94
1600933980000,81.63119172,326.84
1600934040000,68.68803885,327.43
1600934100000,15.30721103,327.26020550000004
1600934160000,793.32116003,327.64
1600934220000,120.01707849,329.20936397
1600934280000,131.39802294,328.61
1600934340000,37.40912164,328.63
1600934400000,954.32507072,328.94660109
1600934460000,101.59536356,328.8532498
1600934520000,85.21749497,328.83
1600934580000,9.81872999,328.75
1600934640000,31.59449361,328.61987158
1600934700000,6.71587171,328.52
1600934760000,75.70155031,328.55
1600934820000,91.47201665,328.43
1600934880000,19.87527356,327.90239876
1600934940000,22.75835,327.94
1600935000000,1.86,328.34
1600935060000,34.03402439,328.3164799
1600935120000,13.60540403,327.91973692
1600935180000,16.71133027,327.99
1600935240000,26.67968989,327.89
1600935300000,4.06773797,327.87
1600935360000,42.40644622,327.88
1600935420000,70.65358489,327.68771007
1600935480000,6.1743,327.66
1600935540000,10.0,327.66
1600935600000,56.97522718,327.66
1600935660000,11.53597791,327.42
1600935720000,19.62817418,327.78
1600935780000,35.32372893,327.98
1600935840000,17.337042999999998,327.62
1600935900000,8.72542257,327.48
1600935960000,7.56366382,327.72
1600936080000,0.04,327.70042544
1600936140000,25.75119776,327.70042544
1600936200000,21.42376673,327.98
1600936260000,3.936292,328.18
1600936320000,3.72198429,328.0285976
1600936380000,0.32127530000000004,328.1
1600936440000,1.2,328.34662735
1600936500000,0.8,328.33
1600936560000,25.5985824,328.58
1600936620000,39.6119427,328.62
1600936680000,14.20502723,328.49
1600936740000,43.38574592,328.57
1600936800000,12.11867555,328.17
1600936860000,105.45422446,328.15
1600936920000,16.317869599999998,327.77522068
1600936980000,312.44055019,327.62
1600937040000,531.9670756,327.60037614
1600937100000,2035.86487576,327.6
1600937160000,2278.63436316,327.6
1600937220000,695.66744664,327.6
1600937280000,687.65699463,327.6
1600937340000,2421.0121928000003,327.6
1600937400000,1377.73245763,327.6
1600937460000,492.88569287,327.25
1600937520000,33.00015544,327.46173065
1600937580000,4.544642,327.33
1600937640000,97.57816877,327.29857665
1600937700000,34.50183412,327.25
1600937760000,50.62433797,327.17
1600937820000,42.987396600000004,327.42
1600937880000,60.20102203,327.29
1600937940000,11.18004696,327.24
1600938000000,3.24409737,327.24
1600938060000,10.31059532,327.24327135
1600938120000,59.83433897,327.24327135
1600938180000,25.61716892,327.25492697
1600938240000,129.20101438,327.35
1600938300000,191.97778983,327.43
1600938360000,73.98333553,327.3714832
1600938420000,65.21886671,327.24327135
1600938480000,126.33708672,327.24
1600938540000,4935.9344036,327.24
1600938600000,40.23979311,326.62
1600938660000,55.5092549,326.59
1600938720000,32.58532605,326.45
1600938780000,4.57119255,326.4986649
1600938840000,13.32495332,326.78
1600938900000,0.15,326.73111521
1600938960000,36.20057053,326.64
1600939020000,5.42342552,326.61
1600939080000,26.0209865,326.78
1600939140000,9.0106,326.61
1600939200000,477.75469295,326.57
1600939260000,3.75540738,326.94
1600939320000,18.04163341,327.27887203
1600939380000,3.4497822,327.17
1600939440000,31.14044422,327.43037924
1600939500000,9.658327499999999,327.67
1600939560000,9.65341541,327.4
1600939620000,4.7932000000000015,327.65013953
1600939680000,11.38128805,327.84
1600939740000,2.2939,327.81579316
1600939800000,9.4558463,327.78958880000005
1600939860000,9.15895099,328.25
1600939920000,5.56026398,328.18
1600939980000,44.45779111,328.06
1600940040000,42.94320304,327.61
1600940100000,12.24632701,327.57
1600940160000,11.61372876,327.70803461
1600940220000,8.6953,327.84
1600940280000,3.67824934,327.88597575
1600940340000,153.86158798,327.55657683
1600940400000,17.51427507,327.69491486
1600940460000,28.28460318,327.83619119
1600940520000,9.02208318,328.01
1600940580000,26.99633385,327.99
1600940640000,45.01871209,327.69638401
1600940700000,15.62289812,328.38618185
1600940760000,3.92806492,328.79
1600940820000,0.37567681,328.66
1600940880000,2.39537402,328.65
1600940940000,3.26792,328.6
1600941000000,54.20193566,328.6
1600941060000,65.10100991,328.9
1600941120000,0.3,329.08669843
1600941180000,53.0062,329.1
1600941240000,33.01766074,328.96819983
1600941300000,25.48769152,329.2941299
1600941360000,493.83949866,329.79
1600941420000,319.28631744,329.69
1600941480000,16.0,329.55
1600941540000,48.55979957,329.27
1600941600000,20.05665508,329.4
1600941660000,410.67388962,329.56
1600941720000,19.410580399999997,330.0
1600941780000,281.44630858,329.32
1600941840000,3.1722080000000004,328.67
1600941900000,11.46708293,328.76
1600941960000,3.94795245,328.69265732
1600942020000,9.33734064,328.69
1600942080000,3.2824,329.02
1600942140000,3.652506,328.92
1600942200000,249.01294775,328.84
1600942260000,41.57089433,329.62
1600942320000,169.91265376,330.2
1600942380000,31.3258,330.06
1600942440000,55.59332216,330.06623573
1600942500000,52.04571846,330.12398902
1600942560000,10.5091304,329.75
1600942620000,2.47971098,329.84306503
1600942680000,26.63855505,329.76
1600942740000,42.10958618,329.32
1600942800000,41.01803841,329.35
1600942860000,7.5658,329.28
1600942920000,1.02182749,329.34037534
1600942980000,1.513414,329.33
1600943040000,20.66400835,329.34
1600943100000,30.908,329.2588468
1600943160000,60.56,329.19
1600943220000,35.94892708000001,329.15
1600943280000,5.4766939500000005,329.33
1600943340000,10.5988,329.21
1600943400000,15.392162529999998,329.5
1600943460000,2.96994331,329.86
1600943520000,19.23634248,329.92878719
1600943580000,14.61734822,329.93
1600943640000,5.77550498,329.36
1600943700000,3.25552674,329.36
1600943820000,44.90716512,329.14
1600943880000,10.7964,328.91
1600943940000,5.2859,328.94
1600944000000,2.2831,329.22699265
1600944060000,7.823535799999999,329.28769145
1600944120000,4.197,329.18288209
1600944180000,5.1,329.02
1600944240000,5.565,329.07
1600944300000,8.5,329.17
1600944360000,15.02072021,329.03
1600944420000,53.5395,328.86
1600944480000,17.6233,328.93729903
1600944540000,6.99551,329.18397399
1600944600000,1.61039825,329.02658019
1600944660000,0.1,329.00518509
1600944720000,6.377009149999999,329.01382573
1600944780000,16.37639042,329.11
1600944840000,40.1259,329.44
1600944900000,9.17773351,330.11
1600944960000,5.77374798,330.22738726
1600945020000,1316.31559847,330.38
1600945080000,1527.76338329,332.69
1600945140000,350.58981622,334.33243193
1600945200000,276.53012845,333.61
1600945260000,190.59633659,333.47
1600945320000,65.6399184,333.9
1600945380000,764.08879889,334.03
1600945440000,1717.71115196,336.83965561
1600945500000,434.03770435,338.08
1600945560000,294.65478935,338.22
1600945620000,343.02830371,337.8
1600945680000,130.18385629,337.00049825
1600945740000,7.08106565,337.25
1600945800000,130.48944188,337.2820691
1600945860000,6.7952900000000005,337.26
1600945920000,147.99098351,337.02602375
1600945980000,95.44599989,337.77
1600946040000,27.21152102,338.64
1600946100000,1062.90698216,338.67
1600946160000,408.42033460000005,340.1
1600946220000,1095.99102365,339.22
1600946280000,67.21872725,338.85
1600946340000,122.70248457,338.49
1600946400000,23.45198058,338.51
1600946460000,33.8448613,338.52
1600946520000,25.58758,338.43
1600946580000,10.070161,338.55
1600946640000,56.43062,339.15
1600946700000,57.8990029,338.72
1600946760000,28.53754655,338.27
1600946820000,110.2173,338.61
1600946880000,27.98825488,338.86
1600946940000,15.47997955,338.46
1600947000000,25.64309862,338.82
1600947060000,441.10864423,338.75610247
1600947120000,37.65111342,337.95
1600947180000,65.79669731,338.21374415
1600947240000,511.1984,338.6
1600947300000,41.54597627,338.16
1600947360000,53.46085709,338.58
1600947420000,502.7109,338.75
1600947480000,64.75461446,339.1008404
1600947540000,7.33353472,339.34
1600947600000,31.34694919,339.04
1600947660000,6.49312137,339.31
1600947720000,20.242751000000002,339.07
1600947780000,55.205518000000005,339.40813869
1600947840000,4.61458456,339.45
1600947900000,1.05,339.2
1600947960000,58.2833,339.43
1600948020000,3.0452822999999998,339.74609008
1600948080000,18.706171899999998,339.71
1600948140000,7.90260905,339.99057035
1600948200000,36.37506462,339.99
1600948260000,40.7,339.63
1600948320000,1.99,339.31533911
1600948380000,21.24119993,339.10578459
1600948440000,4.49586075,338.59
1600948500000,55.95,338.86
1600948560000,3.60597312,338.85
1600948620000,60.0,338.82
1600948680000,65.20907199999999,338.62846596
1600948740000,5.99423636,338.76128128
1600948800000,1507.19663947,338.94892375
1600948860000,98.10184331,339.02
1600948920000,73.05357382,339.11186318
1600948980000,150.92004971,338.6
1600949040000,18.4,337.88860562
1600949100000,0.110144,338.08
1600949160000,60.22837024,338.11
1600949220000,112.52393894,337.82
1600949280000,7.26626692,337.66
1600949340000,15.95038357,337.74
1600949400000,6.28882593,337.91
1600949460000,14.18438968,338.04
1600949520000,0.4,338.06
1600949580000,8.16859174,337.85
1600949640000,29.05912794,337.9
1600949700000,6.65120979,338.09
1600949760000,16.52085666,338.64892087
1600949820000,22.33818104,338.87837498
1600949880000,207.97055816,338.36
1600949940000,24.92534023,338.70714117
1600950000000,30.89235109,338.82
1600950060000,77.12111274,338.7
1600950120000,50.37000000000001,339.01
1600950180000,8.50019273,339.00597433
1600950300000,2.422527,339.29
1600950360000,14.63498375,339.26
1600950420000,2.84333963,338.95
1600950480000,25.20281489,338.64
1600950540000,3.6166370000000003,338.7
1600950600000,17.01001719,339.0
1600950660000,122.20556867,338.74
1600950720000,47.3,338.52
1600950780000,17.221833619999998,338.8
1600950840000,39.8717159,338.67
1600950900000,6.3089156,338.05
1600950960000,106.29451367,337.78
1600951020000,5105.35055122,337.87113172
1600951080000,70.84412363999998,337.44
1600951140000,4.58,337.17
1600951200000,1.65316881,337.16901541
1600951260000,81.54167288,337.45
1600951320000,15.85,336.64
1600951380000,0.25,336.96
1600951440000,12.02610007,336.78604288
1600951500000,12.04965,336.6
1600951560000,69.40441148,336.5234147
1600951620000,2.51551021,336.62813466
1600951740000,20.0,336.69
1600951800000,8.100912,336.4
1600951980000,20.05000923,336.62293287
1600952040000,3.29593894,336.54
1600952100000,52.81191715,336.26
1600952160000,73.13362120000001,335.65
1600952220000,5.05,335.42439661
1600952280000,35.32953846,335.42
1600952340000,10.1,335.99
1600952400000,116.18901000000001,335.92
1600952460000,4.58870468,336.08
1600952520000,32.23926183,336.19
1600952580000,92.86508506,335.97357305
1600952640000,21.78300624,335.9
1600952700000,105.05888975,335.45
1600952760000,9.88565998,335.59
1600952820000,40.77281076,335.57
1600952880000,28.21195001,336.14
1600952940000,213.13505051,336.32
1600953000000,2.50807538,336.46
1600953060000,4.822240799999999,336.6463032
1600953120000,2.8878761,336.58580234
1600953180000,0.4,336.44729182
1600953300000,7.585693559999998,336.56
1600953360000,3.23885712,336.2796877
1600953420000,0.66099832,336.45825457
1600953480000,0.71049288,336.28
1600953540000,12.684000000000001,336.02496401
1600953600000,11.59005115,335.95
1600953660000,0.25,336.44413649
1600953720000,4.13236946,336.48
1600953780000,5.7722408,335.65
1600953840000,55.48140076,335.47
1600953900000,436.4072692,334.86
1600953960000,217.3301914,335.35
1600954020000,33.28606,335.66
1600954080000,6.66645701,335.86861942
1600954140000,6.0683,336.1
1600954200000,364.91302216,336.24288758
1600954260000,1769.26723796,337.18164725
1600954320000,704.99323037,337.65594975
1600954380000,889.70197752,337.6
1600954440000,264.85197173,336.21294787
1600954500000,512.73531728,335.51
1600954560000,605.049,335.61400438
1600954620000,846.88244445,335.40437664
1600954680000,323.33678451,334.27
1600954740000,198.02756507,334.11
1600954800000,40.61645741,333.97192045
1600954860000,17.310108,333.8554606
1600954920000,49.80242852,333.9469042
1600954980000,10.38209749,333.99521242
1600955040000,66.68571951999999,334.05
1600955100000,42.34477227,333.94800791
1600955160000,14.39703724,334.6332765
1600955220000,685.15692136,335.27
1600955280000,67.35695713,335.97235829
1600955340000,153.51649874,337.1949282
1600955400000,78.34580298,337.0
1600955460000,119.92473290000001,337.42663299
1600955520000,216.14999375,337.13
1600955580000,8.45205251,337.38009619999997
1600955640000,298.4672349,337.48
1600955700000,215.39927478,337.74
1600955760000,16.81092054,337.5517752
1600955820000,191.72704532,337.56451973
1600955880000,68.67134724,337.38
1600955940000,507.28153014,337.51486472
1600956000000,953.36807395,337.5
1600956060000,34.69734659,339.23
1600956120000,31.263896399999997,339.36799117
1600956180000,50.70577376,339.02
1600956240000,28.73708309,338.5
1600956300000,15.36013376,338.7
1600956360000,44.766503,338.3486438
1600956420000,36.05957241,338.45
1600956480000,6.543419999999999,338.65825970000003
1600956540000,0.5,338.79
1600956600000,25.89745869,338.59
1600956660000,1.0,338.62892357
1600956720000,6.75,338.66
1600956780000,3.85,338.56522362
1600956840000,121.59508514,338.82114889
1600956900000,78.1384,339.06
1600956960000,72.86439949,338.7
1600957020000,115.36772359,338.47625062
1600957080000,110.87936709,339.4
1600957140000,106.72501000000001,339.96749783
1600957200000,94.36167474,339.34
1600957260000,6.78491127,339.02
1600957320000,8.046251,338.68
1600957440000,212.47084379,339.07
1600957500000,8.25371409,338.5
1600957560000,206.81328977,338.47641231
1600957620000,12.54319432,338.32
1600957680000,0.426,338.34
1600957740000,5.65902139,338.20847886
1600957800000,182.76857399,337.87
1600957860000,17.27292824,337.44389242
1600957920000,6.1576135,337.23424930000004
1600957980000,8.26815851,337.75
1600958040000,8.543352,337.5
1600958100000,85.95428354,337.36236454
1600958160000,0.748476,337.51
1600958220000,5.1826362999999995,337.33
1600958280000,246.04434762,337.05
1600958340000,2.93868439,337.01295935
1600958400000,132.27131561,336.84990359
1600958460000,0.3,337.08
1600958520000,0.1,337.26918982
1600958580000,7.74068964,337.16436827
1600958640000,10.77805841,336.84
1600958700000,7.9858038900000015,336.74
1600958760000,0.25,337.0479211
1600958820000,1.48,336.85135664
1600958880000,0.25,337.07
1600959000000,5.2329,337.08
1600959060000,77.17490618,336.71213034
1600959120000,60.81706093,336.78
1600959180000,5.5044124100000005,337.14969062
1600959240000,15.15318656,337.76
1600959300000,38.57248854,337.38
1600959360000,0.15000000000000002,337.48021525
1600959420000,20.419309010000006,337.51860512
1600959480000,19.32005379,337.5
1600959540000,5.50393371,338.25
1600959600000,15.71547186,338.42
1600959660000,56.148999999999994,338.95
1600959720000,0.4,338.54643482
1600959780000,13.76658983,338.38
1600959840000,7.36623646,338.22856278
1600959900000,4.80336306,338.39385624
1600960020000,12.15,337.82
1600960080000,6.1000000000000005,337.88526098
1600960140000,5.9411,337.65
1600960260000,4.547041,337.99969491
1600960320000,21.34566801,338.0
1600960380000,3.3655576000000003,338.63
1600960440000,58.76869849,338.65
1600960500000,13.15222168,339.0
1600960560000,10.189247199999999,339.43762887
1600960620000,7.17841,339.27
1600960680000,5.51384103,339.3
1600960740000,15.624080300000001,339.21
1600960800000,1.0,339.3
1600960860000,234.11338771,339.45
1600960920000,499.09084342,340.66
1600960980000,629.83732892,342.15
1600961040000,359.13306386,342.98957167
1600961100000,29.1602,342.94
1600961160000,39.43628189,342.47
1600961220000,714.91282293,343.0
1600961280000,103.46365687,344.21
1600961340000,118.56992223,342.94
1600961400000,573.92018584,342.4
1600961460000,406.62555312,342.46122097
1600961520000,18.25020865,342.71
1600961580000,0.959034,342.63
1600961640000,34.388351,342.5
1600961700000,11.375,343.16
1600961760000,43.07803801,343.23
1600961820000,866.48612771,343.83
1600961880000,91.88944736,344.94
1600961940000,65.22665894,344.56488067
1600962000000,52.57430901,344.25
1600962060000,59.77737443,344.44
1600962120000,37.3732129,344.13
1600962180000,330.92224319,344.1
1600962240000,5087.92534938,344.33
1600962300000,255.78799369,345.11
1600962360000,841.75340304,345.81
1600962420000,1038.8686992,345.81
1600962480000,231.52127877,344.68127346
1600962540000,523.83332408,344.6
1600962600000,68.27210479,344.29
1600962660000,44.94097488,344.71167166
1600962720000,206.64373428,345.18
1600962780000,312.4554748,344.41
1600962840000,303.68810747,344.22
1600962900000,10.7000034,344.05
1600962960000,282.96494384,344.81
1600963020000,314.44684229,344.41880935
1600963080000,26.72769042,345.83
1600963140000,31.87539141,345.27
1600963200000,931.76801129,345.49
1600963260000,2399.55825476,347.79
1600963320000,621.40422564,348.9
1600963380000,160.63194349,348.84
1600963440000,48.39358296,348.5
1600963500000,64.94511779999999,348.4
1600963560000,300.07157952,348.96
1600963620000,132.17368819,348.94
1600963680000,16.18899876,349.07
1600963740000,175.52751712,349.00769156
1600963800000,411.10753936,349.12
1600963860000,1467.28559945,349.49757603
1600963920000,720.73134641,348.36
1600963980000,1330.29778383,348.12
1600964040000,135.9425675,347.56
1600964100000,86.07568266,347.47
1600964160000,121.62465453,347.94
1600964220000,1390.28988711,348.12
1600964280000,1382.03050721,347.57
1600964340000,1272.80795352,347.43
1600964400000,228.25678504,346.4
1600964460000,16.88702468,347.06
1600964520000,64.41821,346.76
1600964580000,435.401316,346.94
1600964640000,649.8945,346.75128521
1600964700000,458.13659821,346.63
1600964760000,159.14699561999996,346.77
1600964820000,313.68665550000003,346.6
1600964880000,32.92360994,345.52
1600964940000,224.85591717,345.28
1600965000000,148.80310209,344.96
1600965060000,3.86341303,345.53
1600965120000,23.87430382,345.53
1600965180000,382.17457433,345.36
1600965240000,68.83732097000001,344.52473069
1600965300000,160.3409685,343.96486925
1600965360000,37.54999175,344.18
1600965420000,9.62532,345.02
1600965480000,50.23082355,345.12
1600965540000,11.4609,345.0
1600965600000,17.11597,345.31
1600965660000,5.8075,345.6
1600965720000,15.33476832,345.84
1600965780000,1.1379127,345.79
1600965840000,107.26058429999999,345.7
1600965900000,15.63,345.99
1600965960000,25.23152216,345.1
1600966020000,6.14,345.39
1600966080000,0.15000000000000002,345.02
1600966140000,30.98890397,345.31
1600966200000,23.1131,345.59
1600966260000,66.89490156,345.360314
1600966320000,6.25846769,345.4186125
1600966380000,6.05,345.76355072
1600966440000,0.4,345.36869806
1600966500000,0.197012,345.31
1600966560000,20.673209290000006,345.45785834
1600966620000,54.28278413,345.48333271
1600966680000,162.75626737,346.45
1600966740000,52.2878,347.0
1600966800000,151.41109492,347.21
1600966860000,45.4857821,347.46
1600966920000,38.78930698,346.69
1600966980000,3.791382,346.12
1600967040000,1.0,346.28
1600967100000,24.85999011,346.05
1600967160000,33.12407183,346.08
1600967220000,39.18985464,346.0
1600967280000,85.41512254,345.89386686
1600967340000,18.24416633,346.27
1600967400000,46.758325299999996,345.87053821
1600967460000,190.80388555,345.92
1600967520000,42.49736982,346.63
1600967580000,5.73537802,347.05
1600967640000,27.620198,346.44
1600967700000,38.63731188,346.87
1600967760000,24.64207146,347.73
1600967820000,47.8846748,347.99
1600967880000,91.15911857,347.54
1600967940000,31.33368419,347.25
1600968000000,7.4567369999999995,346.89
1600968060000,24.120127,347.16
1600968120000,44.437163,346.73
1600968180000,0.25,347.22
1600968240000,0.15391,347.2
1600968300000,108.31523735,346.97
1600968360000,31.9676011,347.37
1600968420000,81.56406946,347.88
1600968480000,110.01522763,349.32
1600968540000,5.56047245,348.56
1600968600000,60.58628889,348.48
1600968660000,26.44664259,348.17
1600968720000,77.1236251,348.58
1600968780000,6.36028061,347.8
1600968840000,12.15986113,347.66
1600968900000,68.93256,347.74
1600968960000,18.24442364,347.5
1600969020000,30.89227476,347.25
1600969080000,43.0331389,347.09
1600969140000,5.6514,347.05
1600969260000,45.1578,347.52
1600969320000,2.0,347.78
1600969380000,2.8489999999999998,347.85
1600969440000,7.09788633,346.89
1600969500000,29.298063,347.47
1600969560000,4.53955224,347.68
1600969620000,3.04192985,347.87481936
1600969680000,57.75859338,347.5
1600969740000,21.437466600000004,347.37
1600969800000,10.40219583,347.38
1600969860000,0.067848,347.50121236
1600969920000,56.36713729,347.48
1600969980000,0.25,347.76
1600970040000,11.01171532,347.2
1600970100000,15.85150678,346.93
1600970160000,0.27787199999999995,346.52
1600970220000,7.29111378,346.97582752
1600970280000,3.3263,346.98750274
1600970340000,4.03947739,346.74652033
1600970400000,16.124254699999998,346.69
1600970460000,21.2121404,347.42
1600970520000,6.4730843,347.52932152
1600970580000,49.8463549,347.85
1600970640000,19.98451329,348.24202243
1600970700000,12.44990416,348.68
1600970760000,23.30095,348.72
1600970820000,10.28778439,348.03
1600970880000,6.42574454,348.01
1600970940000,5.15263,348.04340086
1600971000000,10.84539487,348.22
1600971060000,22.083656,347.72
1600971120000,7.2162698500000015,347.92
1600971240000,7.9773843,347.49
1600971300000,33.04074518,347.35848293
1600971360000,111.69774,347.08
1600971420000,34.99369,347.27
1600971480000,12.4611408,346.94
1600971540000,0.8,346.69
1600971600000,17.25256745,346.57
1600971660000,32.1811425,346.12
1600971720000,63.16202,346.11
1600971780000,16.1969579,346.0
1600971840000,1.6355971,345.39690836
1600971900000,13.59001615,345.41
1600971960000,73.93163390000001,346.0
1600972020000,27.65019144,345.95737121
1600972080000,0.05,345.73552133
1600972140000,6.6459,346.00407645
1600972200000,143.20741999999996,345.91
1600972260000,15.0838,346.0
1600972320000,5.2356055700000015,346.5
1600972380000,11.57924167,346.56
1600972440000,78.64574713,346.26262028
1600972500000,51.3259769,346.31
1600972620000,47.47383,346.48
1600972740000,60.12475512,346.64
1600972800000,18.69829141,346.91
1600972860000,12.52587273,347.09
1600972920000,29.643,347.03328639999995
1600972980000,98.82286319,347.11502371
1600973040000,20.5563,346.9165188
1600973100000,38.303457,347.2
1600973160000,41.71521259,346.35396816
1600973220000,0.6208319999999999,346.61
